Index,User,Text,Resistance Labels,,
C_a6b82bd32468454ca055b415aaeb3827,1,LOL. 1400 and you have a deal.,Self Assertion-Empowerment,,
C_a6b82bd32468454ca055b415aaeb3827,0,Make it 1300 and I'll shake your hand right now,Self Assertion-Empowerment,,
C_a6b82bd32468454ca055b415aaeb3827,1,"Alright, deal",,,
C_a6b82bd32468454ca055b415aaeb3827,0,"Awesome, thanks!",,,
C_a6b82bd32468454ca055b415aaeb3827,1,Pleasure doing business with you!,,,
C_a4618e85611246d6bc12515a3e1cd853,1,"hi, are you interested in this property?",,,
C_a4618e85611246d6bc12515a3e1cd853,0,Yes I am! What can you tell me about it?,,,
C_a4618e85611246d6bc12515a3e1cd853,1,"We have 1-13 month leases here. If you sign a 13 month lease, I can bring your monthly payment down to 2700/month. We also offer free high speed internet as well as free yoga to our residents. You can walk to almost anywhere in the city from here and we have had ZERO crime in the last 5 years.",,,
C_a4618e85611246d6bc12515a3e1cd853,0,"Well, that does sound attractive. Does the unit come with any appliances?",Information Inquiry-Contesting,,
C_a4618e85611246d6bc12515a3e1cd853,1,The unit comes with all appliances. If you were to come in today to sign the 13 month lease before close I am willing to waive the entire deposit for you! This is a deal you really can pass up!,,,
C_a4618e85611246d6bc12515a3e1cd853,0,I'm on a really tight budget right now. Do you think you could do $2000 if I signed for the 13 months and paid a first and last deposit?,Self Pity-Empowement,,
C_a4618e85611246d6bc12515a3e1cd853,1,"2500 if the lowest I can go, man. I can't give it away.",Self Assertion-Empowerment,,
C_a4618e85611246d6bc12515a3e1cd853,0,"I can squeeze out maybe $2250, if I eat ramen noodles for while!",Hesitance-Hesitance,,
C_a4618e85611246d6bc12515a3e1cd853,1,lol sounds like a deal!,,,
C_a4618e85611246d6bc12515a3e1cd853,0,Great!,,,
C_92ce6bbe7f61424cb42019f51317c79b,1,Hello. Thanks for viewing the listing,,,
C_92ce6bbe7f61424cb42019f51317c79b,0,"Hello, your bike caught my attention the moment I glanced at it. It's actually exactly what I've been looking for for weeks now. Can you tell me a little more about it?",Information Inquiry-Contesting,,
C_92ce6bbe7f61424cb42019f51317c79b,1,It's as great bike that goes pretty fast! It's in excellent condition and will last you a very long time.,,,
C_92ce6bbe7f61424cb42019f51317c79b,0,"Okay, very nice. I see your asking $999 for it but I was wondering if you would let it go for $699? I'm on a strict budget at the moment.",Self Pity-Empowement,,
C_92ce6bbe7f61424cb42019f51317c79b,1,I'm sorry but I can't go that low. Would $825 work for you?,Hesitance-Hesitance,,
C_92ce6bbe7f61424cb42019f51317c79b,0,Does it comes with a battery charger?,Information Inquiry-Contesting,,
C_92ce6bbe7f61424cb42019f51317c79b,1,Yes it does and the batter holds a charge.,,,
C_92ce6bbe7f61424cb42019f51317c79b,0,If I come out today and pay cash will you accept $780?,Personal Choice-Empowerment,,
C_92ce6bbe7f61424cb42019f51317c79b,1,$785 and we have a deal.,,,
C_92ce6bbe7f61424cb42019f51317c79b,0,You drive a hard bargain but you have a deal. Sold! Just email a place to meet you and I will come and pick it up.,,,
C_92ce6bbe7f61424cb42019f51317c79b,1,Great. Thanks!,,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,Hello there,,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,1,Hello,,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,I am interested in taking up residence at this place. Is it a nice area?,Information Inquiry-Contesting,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,1,"It is a very nice area. Safe, no crime. Good for pets or children",,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,Great news and is it a one year lease minimum?,Information Inquiry-Contesting,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,1,That is correct,,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,Can you lower the price at all for me?,Hesitance-Hesitance,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,1,"I could take 100 off for you, it's a great neighborhood and location",Counter Argumentation-Contesting,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,I was hoping to pay 1200 for it. Would that be alright?,Hesitance-Hesitance,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,1,Do you have pets or children?,Information Inquiry-Contesting,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,Both,,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,1,1500 is the lowest I can go,Self Assertion-Empowerment,,
C_5c4d4e8fa3054145a85371f2d51b2ec2,0,That works,,,
C_e41d38d0910e4e09886e105722227797,1,Great place to live. Are you interested?,,,
C_e41d38d0910e4e09886e105722227797,0,Yes. Is it close to any stores or restaurants?,Information Inquiry-Contesting,,
C_e41d38d0910e4e09886e105722227797,1,Yes it is. Convenient in location.,,,
C_e41d38d0910e4e09886e105722227797,0,I have $1891 that i can have at your door right now.,Personal Choice-Empowerment,,
C_e41d38d0910e4e09886e105722227797,1,Do you have pets or children and are you a smoker?,Source Derogation-Contesting,,
C_e41d38d0910e4e09886e105722227797,0,"No pets, no children, and I do not smoke.",,,
C_e41d38d0910e4e09886e105722227797,1,1950 a month and you got yourself a deal.,Self Assertion-Empowerment,,
C_e41d38d0910e4e09886e105722227797,0,Can we meet right now?,,,
C_e41d38d0910e4e09886e105722227797,1,Yes.,,,
C_e41d38d0910e4e09886e105722227797,0,We have a deal than. I am on my way.,,,
C_d63781a4f4be4db387b20dcb5f0afdeb,0,"Hi, I am interested in your property",,,
C_d63781a4f4be4db387b20dcb5f0afdeb,1,Okay we are asking 2750.  It is fully furnished and the price includes the cleaning services.,,,
C_d63781a4f4be4db387b20dcb5f0afdeb,0,Would you be willing to negotiate the price?,Hesitance-Hesitance,,
C_d63781a4f4be4db387b20dcb5f0afdeb,1,We are pretty hard set on the 2750.  What would you like to pay the property?,Self Assertion-Empowerment,,
C_d63781a4f4be4db387b20dcb5f0afdeb,0,I was thinking around $1900.,Hesitance-Hesitance,,
C_d63781a4f4be4db387b20dcb5f0afdeb,1,That is too far from our asking price.  However we are willing to come down to 2500,Counter Argumentation-Contesting,,
C_d63781a4f4be4db387b20dcb5f0afdeb,0,Could you waive the deposit if I pay 2500?,Personal Choice-Empowerment,,
C_d63781a4f4be4db387b20dcb5f0afdeb,1,Yeah that would work for us if you are willing to give up the cleaning services,Personal Choice-Empowerment,,
C_d63781a4f4be4db387b20dcb5f0afdeb,0,Yes. deal,,,
C_d63781a4f4be4db387b20dcb5f0afdeb,1,okay great,,,
C_3468edcf3f78498f9b377ef41ea59176,0,Hello,,,
C_3468edcf3f78498f9b377ef41ea59176,1,Hi,,,
C_3468edcf3f78498f9b377ef41ea59176,0,So is this a nice place?,Information Inquiry-Contesting,,
C_3468edcf3f78498f9b377ef41ea59176,1,"It's beautiful, and in a great neighborhood.",,,
C_3468edcf3f78498f9b377ef41ea59176,0,Can you come down a bit on the price? It is a little too expensive for me,Self Pity-Empowement,,
C_3468edcf3f78498f9b377ef41ea59176,1,"Well, I have to take my cost into consideration and set somthing aside for maintenance. I can do 3200.",Counter Argumentation-Contesting,,
C_3468edcf3f78498f9b377ef41ea59176,0,Is there any way to go down to 3100?,Hesitance-Hesitance,,
C_3468edcf3f78498f9b377ef41ea59176,1,Would you be willing to handle Lawn work and any maintenance under 100?,Personal Choice-Empowerment,,
C_3468edcf3f78498f9b377ef41ea59176,0,Sure. That works for me,,,
C_3468edcf3f78498f9b377ef41ea59176,1,"Ok, 3100.  You handle Lawn care and any maintenance under 100. Deal?",Personal Choice-Empowerment,,
C_3468edcf3f78498f9b377ef41ea59176,0,Yes,,,
C_63635d02d34e46c98f27a8ff155dbb76,1,Hi.  Are you interested in the foot massager?,,,
C_63635d02d34e46c98f27a8ff155dbb76,0,"Yes, I'm interested.  How old is it?",Information Inquiry-Contesting,,
C_63635d02d34e46c98f27a8ff155dbb76,1,I've only had it about 6 months but I'm doing some spring cleaning.  I've only used it once or twice so I've decided to let it go.  It works great.,,,
C_63635d02d34e46c98f27a8ff155dbb76,0,I noticed I could buy one new for $25. I am willing to come by tonight and give you $10.  I don't need a massage.,Counter Argumentation-Contesting,,
C_63635d02d34e46c98f27a8ff155dbb76,1,I can't go an lower than $18,Self Assertion-Empowerment,,
C_63635d02d34e46c98f27a8ff155dbb76,0,My husband has an old smart phone I will include if you'll lower the price to $12.,Personal Choice-Empowerment,,
C_63635d02d34e46c98f27a8ff155dbb76,1,What kind of cellphone is it?,Information Inquiry-Contesting,,
C_63635d02d34e46c98f27a8ff155dbb76,0,It's a T-Mobile HTC from 2012.,,,
C_63635d02d34e46c98f27a8ff155dbb76,1,you have a deal,,,
C_63635d02d34e46c98f27a8ff155dbb76,0,Nice! Thanks!,,,
C_07204ce84c9140da9ef5053c894bb1c8,0,"Hi, I really like this bike. Is it in good condition?",Source Derogation-Contesting,,
C_07204ce84c9140da9ef5053c894bb1c8,1,"Yes, I  rode it a couple of times and no damage or wear.",,,
C_07204ce84c9140da9ef5053c894bb1c8,0,Great. I want to come by and take a look at it. Can I come by around noon tomorrow?,Information Inquiry-Contesting,,
C_07204ce84c9140da9ef5053c894bb1c8,1,"Yes, I will be available.",,,
C_07204ce84c9140da9ef5053c894bb1c8,0,Can I get you to lower the price to 2500?,Hesitance-Hesitance,,
C_07204ce84c9140da9ef5053c894bb1c8,1,"Could we do $3,000 and I will come to you.",Personal Choice-Empowerment,,
C_07204ce84c9140da9ef5053c894bb1c8,0,"That could work. How bout I come to you and you knock off only 2000 more, so 2800?",Personal Choice-Empowerment,,
C_07204ce84c9140da9ef5053c894bb1c8,1,Deal.,,,
C_07204ce84c9140da9ef5053c894bb1c8,0,Thank you very much,,,
C_07204ce84c9140da9ef5053c894bb1c8,1,You are welcome.,,,
C_0020dee073a945eb82a128f656cff94b,0,"Hello, do you still have the SD card",,,
C_0020dee073a945eb82a128f656cff94b,1,"I do, are you interested in it?",,,
C_0020dee073a945eb82a128f656cff94b,0,Yes I am whats your bottom dollar on it?,Information Inquiry-Contesting,,
C_0020dee073a945eb82a128f656cff94b,1,At the store they're selling for 100 so not much lower.,Counter Argumentation-Contesting,,
C_0020dee073a945eb82a128f656cff94b,0,I don't have a lot to spend here and I need one really bad.,Self Pity-Empowement,,
C_0020dee073a945eb82a128f656cff94b,1,$65?,Hesitance-Hesitance,,
C_0020dee073a945eb82a128f656cff94b,0,I was thinking more like $25,Hesitance-Hesitance,,
C_0020dee073a945eb82a128f656cff94b,1,For 200Gb? I can't go that low. Do you have anything you could trade?,Counter Argumentation-Contesting,,
C_0020dee073a945eb82a128f656cff94b,0,I can do $37 a Nintendo Game Cube that's in great shape.,Personal Choice-Empowerment,,
C_0020dee073a945eb82a128f656cff94b,1,"Well, I don't really do those games but my nephew might like that. Okay, 37 is fine",,,
C_0020dee073a945eb82a128f656cff94b,0,Thanks for everything!!,,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,Hello what's the mileage on your truck?,Information Inquiry-Contesting,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,1,80k mostly highway miles.,,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,what's the miles per gallon like on highway?,Information Inquiry-Contesting,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,1,Around 18-24.,,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,"okay, that's not bad for a truck. You're asking 11500?",Information Inquiry-Contesting,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,1,"Yes, which I think is more than fair considering the mileage and condition.",,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,The mileage is great. The price seems high because of how old it is but I guess you just didn't drive it a lot. Are you the original owner?,Counter Argumentation-Contesting,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,1,"Yes, no accidents. Toyotas hold their values and run forever.",,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,"They do, I had a camry, but it was notorious for not starting if it sat too long without being cranked. Did you keep this truck in a garage while you weren't using it?",Information Inquiry-Contesting,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,1,The truck was garage kept. I am willing to sell it for 11k cash.,,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,"That still seems like a lot for a vehicle that's over a decade old. I'll have to do a tune up on it, new spark plugs, hoses, etc.",Counter Argumentation-Contesting,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,1,10.5k is the lowest I'll go. I just listed and others have expressed interest.,Self Assertion-Empowerment,,
C_161badd70b8e4f6c9cf7ac096e94d9ad,0,"Right, well thank you for your time then",,,
C_d8a31aebaaf74a978d45336cde4b15a8,0,"hello, is the bike in running condition? I understand it sat for a while have you taken it out to make sure the motor hasn't depreciated?",Source Derogation-Contesting,,
C_d8a31aebaaf74a978d45336cde4b15a8,1,the motor works fine all that is missing is the rear brake cable which is a quick fix.,,,
C_d8a31aebaaf74a978d45336cde4b15a8,0,I have found a complete piece selling online foe $198 brand new is there any way you can come down on the price?,Counter Argumentation-Contesting,,
C_d8a31aebaaf74a978d45336cde4b15a8,1,the lowest I'm willing to go is $210 and you can pick it up today.,Personal Choice-Empowerment,,
C_d8a31aebaaf74a978d45336cde4b15a8,0,I was thinking more of $150 shipped and if I come pick it up somewhere around $110-$120,Personal Choice-Empowerment,,
C_d8a31aebaaf74a978d45336cde4b15a8,1,"I have a couple of offers made already, I'm not trying to lose any money.",Self Assertion-Empowerment,,
C_d8a31aebaaf74a978d45336cde4b15a8,0,I can match your highest offer If its anywhere under $160 that's all I have to spend on the bike since it is used and sat for a while.,Counter Argumentation-Contesting,,
C_d8a31aebaaf74a978d45336cde4b15a8,1,I can do 190,Hesitance-Hesitance,,
C_d8a31aebaaf74a978d45336cde4b15a8,0,Would it be possible for you include any additional accessories for 190?... since that is very close to brand new market value,Personal Choice-Empowerment,,
C_d8a31aebaaf74a978d45336cde4b15a8,1,I don't have any additional accessories to add in. How about 190 including shipping?,Personal Choice-Empowerment,,
C_d8a31aebaaf74a978d45336cde4b15a8,0,Can you meet me in the middle lets say $175,Hesitance-Hesitance,,
C_d8a31aebaaf74a978d45336cde4b15a8,1,Okay I can do that.,,,
C_ec5662bbf5a0459abff27bdba8513cf4,0,"hi, I am interested in your phone. i have a few questions",,,
C_ec5662bbf5a0459abff27bdba8513cf4,1,Are you willing to purchase today,Information Inquiry-Contesting,,
C_ec5662bbf5a0459abff27bdba8513cf4,0,Does is have any flaws.scrathes? cracked screen?,Source Derogation-Contesting,,
C_ec5662bbf5a0459abff27bdba8513cf4,1,"No, it is brand new",,,
C_ec5662bbf5a0459abff27bdba8513cf4,0,"okay great. I am willing to purchse today but, the price is a bit high for my budget. Would you go any lower?",Personal Choice-Empowerment,,
C_ec5662bbf5a0459abff27bdba8513cf4,1,The lowest I could go is $310. I purchased it for way more,Self Assertion-Empowerment,,
C_ec5662bbf5a0459abff27bdba8513cf4,0,well thats not much of a discount. do you have anything else to offer with it? car charger? case?,Personal Choice-Empowerment,,
C_ec5662bbf5a0459abff27bdba8513cf4,1,"Yes it is a full kit, fresh out of the box",,,
C_ec5662bbf5a0459abff27bdba8513cf4,0,okay awesome! With the extra accessories I can do 310. We will meet tomorrow? morning or afternoon?,Personal Choice-Empowerment,,
C_ec5662bbf5a0459abff27bdba8513cf4,1,That is fine. Great deal,,,
C_5ab730e282e249fb99c841dc54bd3a87,0,"Hello, I am interested in the one bedroom appt you have listed.",,,
C_5ab730e282e249fb99c841dc54bd3a87,1,You will love it. It has central air and assigned off street parking. the kitchen is large with lots of counterspace.,,,
C_5ab730e282e249fb99c841dc54bd3a87,0,"Great, I love a nice kitchen. Is it furnished by chance?",Information Inquiry-Contesting,,
C_5ab730e282e249fb99c841dc54bd3a87,1,It is not furnished.,,,
C_5ab730e282e249fb99c841dc54bd3a87,0,"Okay, is there a on site washer/dryer or will I need to locate a laundromat ?",Information Inquiry-Contesting,,
C_5ab730e282e249fb99c841dc54bd3a87,1,There is coin laundry in each building,,,
C_5ab730e282e249fb99c841dc54bd3a87,0,"Awesome. I love all the perks of where it is located. However, I can not afford $1975. Could you lower it to 1500?",Self Pity-Empowement,,
C_5ab730e282e249fb99c841dc54bd3a87,1,I could lower it to $1700,Hesitance-Hesitance,,
C_5ab730e282e249fb99c841dc54bd3a87,0,"Okay, That is fine. I will be by tomorrow to fill out paperwork. Thank you.",,,
C_5ab730e282e249fb99c841dc54bd3a87,1,great,,,
C_d1c5dcf1c4ac40d9afca8d03e4a3bd3d,1,Hello,,,
C_d1c5dcf1c4ac40d9afca8d03e4a3bd3d,0,"Hello, I am interested in purchasing the bike",,,
C_d1c5dcf1c4ac40d9afca8d03e4a3bd3d,1,Is there anything you want to know about it?,,,
C_d1c5dcf1c4ac40d9afca8d03e4a3bd3d,0,"Yes, are all the parts original?",Source Derogation-Contesting,,
